"trialType","rt","response","trial_type","trial_index","time_elapsed","whichPrime","question_order","block","word","color","valence","correct"
"prime","22487","{""responseInput"":""A man at his work desk, presumably sleeping on his computer. His head is down on the table""}","survey-html-form","2","30332","failure","","","","","",""
"questionnaire","36946","{""prompt1"":1,""prompt2"":4,""prompt3"":1,""prompt4"":1,""prompt5"":2,""prompt6"":0,""prompt7"":"""",""prompt8"":1,""prompt9"":3,""prompt10"":4}","survey-likert","3","67280","","[0,1,2,3,4,5,6,7,8,9]","","","","",""
"est","2639","b","html-keyboard-response","6","81638","","","practice","journal","blue","neutral","true"
"est","1478","r","html-keyboard-response","8","83371","","","practice","uniform","red","neutral","true"
"est","625","r","html-keyboard-response","10","84251","","","practice","lantern","red","neutral","true"
"est","523","r","html-keyboard-response","12","85029","","","practice","balloon","red","neutral","true"
"est","979","g","html-keyboard-response","14","86262","","","practice","blanket","green","neutral","true"
"est","578","b","html-keyboard-response","16","87095","","","practice","helmet","blue","neutral","true"
"est","533","r","html-keyboard-response","18","87883","","","practice","blanket","red","neutral","true"
"est","743","r","html-keyboard-response","20","88881","","","practice","cabinet","red","neutral","true"
"est","642","r","html-keyboard-response","22","89778","","","practice","elevator","red","neutral","true"
"est","715","r","html-keyboard-response","24","90748","","","practice","balloon","red","neutral","true"
"est","2032","g","html-keyboard-response","26","93034","","","practice","village","green","neutral","true"
"est","564","b","html-keyboard-response","28","93853","","","practice","highway","blue","neutral","true"
"est","452","b","html-keyboard-response","30","94560","","","practice","helmet","blue","neutral","true"
"est","561","r","html-keyboard-response","32","95376","","","practice","jacket","red","neutral","true"
"est","707","b","html-keyboard-response","34","96338","","","practice","picture","blue","neutral","true"
"est","424","g","html-keyboard-response","36","97016","","","practice","monitor","green","neutral","true"
"est","1022","b","html-keyboard-response","38","98294","","","practice","picture","blue","neutral","true"
"est","641","r","html-keyboard-response","40","99190","","","practice","airport","red","neutral","true"
"est","450","g","html-keyboard-response","42","99894","","","practice","laundry","green","neutral","true"
"est","2928","b","html-keyboard-response","44","103077","","","practice","jacket","blue","neutral","true"
"est","740","r","html-keyboard-response","46","104074","","","practice","printer","red","neutral","true"
"est","1011","b","html-keyboard-response","48","105340","","","practice","curtain","blue","neutral","true"
"est","561","b","html-keyboard-response","50","106155","","","practice","caramel","blue","neutral","true"
"est","377","b","html-keyboard-response","52","106785","","","practice","laundry","blue","neutral","true"
"est","560","r","html-keyboard-response","54","107599","","","practice","printer","red","neutral","true"
"est","509","r","html-keyboard-response","56","108363","","","practice","library","blue","neutral","false"
"est","828","g","html-keyboard-response","58","109445","","","practice","cushion","green","neutral","true"
"est","562","g","html-keyboard-response","60","110262","","","practice","sandbox","green","neutral","true"
"est","890","b","html-keyboard-response","62","111412","","","practice","airport","blue","neutral","true"
