"trialType","rt","response","trial_type","trial_index","time_elapsed","whichPrime","question_order","block","word","color","valence","correct"
"prime","199174","{""responseInput"":""a group of people seemed to have won something and a representative/leader is proudly showing off their trophy""}","survey-html-form","2","356223","success","","","","","",""
"questionnaire","205353","{""prompt1"":1,""prompt2"":1,""prompt3"":1,""prompt4"":2,""prompt5"":1,""prompt6"":2,""prompt7"":2,""prompt8"":1,""prompt9"":2,""prompt10"":2}","survey-likert","3","561572","","[0,1,2,3,4,5,6,7,8,9]","","","","",""
"est","1313","r","html-keyboard-response","6","644654","","","practice","journal","red","neutral","true"
"est","568","r","html-keyboard-response","8","645478","","","practice","picture","red","neutral","true"
"est","1021","b","html-keyboard-response","10","646755","","","practice","caramel","blue","neutral","true"
"est","679","r","html-keyboard-response","12","647689","","","practice","balloon","red","neutral","true"
"est","643","r","html-keyboard-response","14","648588","","","practice","machine","red","neutral","true"
"est","926","g","html-keyboard-response","16","649769","","","practice","diamond","green","neutral","true"
"est","496","g","html-keyboard-response","18","650520","","","practice","blanket","green","neutral","true"
"est","553","b","html-keyboard-response","20","651328","","","practice","jacket","blue","neutral","true"
"est","749","g","html-keyboard-response","22","652333","","","practice","helmet","green","neutral","true"
"est","613","g","html-keyboard-response","24","653200","","","practice","village","green","neutral","true"
"est","657","g","html-keyboard-response","26","654111","","","practice","blanket","green","neutral","true"
"est","547","r","html-keyboard-response","28","654913","","","practice","uniform","red","neutral","true"
"est","474","b","html-keyboard-response","30","655643","","","practice","airport","blue","neutral","true"
"est","572","b","html-keyboard-response","32","656470","","","practice","battery","blue","neutral","true"
"est","539","r","html-keyboard-response","34","657264","","","practice","curtain","red","neutral","true"
"est","961","g","html-keyboard-response","36","658479","","","practice","library","green","neutral","true"
"est","426","g","html-keyboard-response","38","659160","","","practice","airport","green","neutral","true"
"est","534","b","html-keyboard-response","40","659948","","","practice","machine","blue","neutral","true"
"est","589","g","html-keyboard-response","42","660792","","","practice","machine","green","neutral","true"
"est","423","g","html-keyboard-response","44","661469","","","practice","journal","green","neutral","true"
"est","561","r","html-keyboard-response","46","662285","","","practice","helmet","red","neutral","true"
"est","628","b","html-keyboard-response","48","663168","","","practice","bicycle","blue","neutral","true"
"est","615","g","html-keyboard-response","50","664038","","","practice","cushion","green","neutral","true"
"est","588","b","html-keyboard-response","52","664880","","","practice","elevator","blue","neutral","true"
"est","499","r","html-keyboard-response","54","665634","","","practice","balloon","red","neutral","true"
"est","529","r","html-keyboard-response","56","666418","","","practice","cabinet","red","neutral","true"
"est","585","b","html-keyboard-response","58","667258","","","practice","holiday","blue","neutral","true"
"est","684","r","html-keyboard-response","60","668197","","","practice","cabinet","red","neutral","true"
"est","671","b","html-keyboard-response","62","669123","","","practice","plastic","blue","neutral","true"
"est","507","g","html-keyboard-response","64","669884","","","practice","picture","green","neutral","true"
"est","425","g","html-keyboard-response","66","670564","","","practice","cushion","green","neutral","true"
"est","604","b","html-keyboard-response","68","671423","","","practice","holiday","blue","neutral","true"
"est","665","b","html-keyboard-response","70","672342","","","practice","highway","blue","neutral","true"
"est","546","g","html-keyboard-response","72","673143","","","practice","jacket","red","neutral","false"
"est","547","r","html-keyboard-response","74","673944","","","practice","uniform","red","neutral","true"
"est","542","g","html-keyboard-response","76","674739","","","practice","lantern","green","neutral","true"
"est","574","r","html-keyboard-response","79","676571","","","emotionA","stadium","red","neutral","true"
"est","1067","b","html-keyboard-response","81","677894","","","emotionA","battery","blue","neutral","true"
"est","558","r","html-keyboard-response","83","678706","","","emotionA","elevator","red","neutral","true"
"est","652","g","html-keyboard-response","85","679612","","","emotionA","mistake","green","emotionA","true"
"est","538","r","html-keyboard-response","87","680405","","","emotionA","laundry","red","neutral","true"
"est","524","r","html-keyboard-response","89","681183","","","emotionA","struggle","red","emotionA","true"
"est","1016","g","html-keyboard-response","91","682454","","","emotionA","setback","green","emotionA","true"
"est","476","b","html-keyboard-response","93","683185","","","emotionA","setback","blue","emotionA","true"
"est","583","r","html-keyboard-response","95","684023","","","emotionA","plastic","red","neutral","true"
"est","619","r","html-keyboard-response","97","684896","","","emotionA","ceiling","red","neutral","true"
"est","440","r","html-keyboard-response","99","685589","","","emotionA","printer","red","neutral","true"
"est","565","g","html-keyboard-response","101","686410","","","emotionA","disappoint","green","emotionA","true"
"est","481","r","html-keyboard-response","103","687146","","","emotionA","bicycle","red","neutral","true"
"est","721","r","html-keyboard-response","105","688121","","","emotionA","highway","green","neutral","false"
"est","506","b","html-keyboard-response","107","688881","","","emotionA","ceiling","blue","neutral","true"
"est","725","b","html-keyboard-response","109","689861","","","emotionA","monitor","blue","neutral","true"
"est","591","b","html-keyboard-response","111","690707","","","emotionA","defeat","blue","emotionA","true"
"est","563","b","html-keyboard-response","113","691523","","","emotionA","monitor","blue","neutral","true"
"est","1039","g","html-keyboard-response","115","692817","","","emotionA","insecurity","green","emotionA","true"
"est","740","r","html-keyboard-response","117","693811","","","emotionA","weakness","red","emotionA","true"
"est","649","b","html-keyboard-response","119","694715","","","emotionA","mistake","blue","emotionA","true"
"est","1360","g","html-keyboard-response","121","696329","","","emotionA","downfall","green","emotionA","true"
"est","891","r","html-keyboard-response","123","697474","","","emotionA","frustrate","red","emotionA","true"
"est","578","b","html-keyboard-response","125","698306","","","emotionA","doubtful","blue","emotionA","true"
"est","3370","r","html-keyboard-response","127","701931","","","emotionA","plastic","red","neutral","true"
"est","1153","g","html-keyboard-response","129","703339","","","emotionA","printer","green","neutral","true"
"est","752","b","html-keyboard-response","131","704346","","","emotionA","weakness","blue","emotionA","true"
"est","1074","r","html-keyboard-response","133","705675","","","emotionA","stadium","red","neutral","true"
"est","1357","g","html-keyboard-response","135","707287","","","emotionA","ceiling","green","neutral","true"
"est","1052","g","html-keyboard-response","137","708594","","","emotionA","cabinet","green","neutral","true"
"est","522","r","html-keyboard-response","139","709371","","","emotionA","defeat","red","emotionA","true"
"est","909","b","html-keyboard-response","141","710535","","","emotionA","insecurity","blue","emotionA","true"
"est","847","b","html-keyboard-response","143","711637","","","emotionA","downfall","blue","emotionA","true"
"est","699","g","html-keyboard-response","145","712591","","","emotionA","sandbox","green","neutral","true"
"est","412","g","html-keyboard-response","147","713258","","","emotionA","doubtful","green","emotionA","true"
"est","472","g","html-keyboard-response","149","713984","","","emotionA","disappoint","green","emotionA","true"
"est","659","b","html-keyboard-response","152","715902","","","emotionB","diamond","blue","neutral","true"
"est","596","r","html-keyboard-response","154","716752","","","emotionB","library","red","neutral","true"
"est","663","b","html-keyboard-response","156","717671","","","emotionB","lantern","blue","neutral","true"
"est","641","g","html-keyboard-response","158","718566","","","emotionB","confidence","green","emotionB","true"
"est","641","b","html-keyboard-response","160","719462","","","emotionB","laundry","blue","neutral","true"
"est","678","r","html-keyboard-response","162","720396","","","emotionB","mastery","red","emotionB","true"
"est","488","b","html-keyboard-response","164","721138","","","emotionB","monitor","blue","neutral","true"
"est","485","r","html-keyboard-response","166","721877","","","emotionB","receipt","red","neutral","true"
"est","836","b","html-keyboard-response","168","722968","","","emotionB","progress","blue","emotionB","true"
"est","563","r","html-keyboard-response","170","723786","","","emotionB","glorious","red","emotionB","true"
